transcriptionid	videoid	Domain	termname	videoname	deptname	deptacronym	CourseNumber	CourseName	SectionName
e86ac683-96f5-4bc0-b5c5-3a7f93c80b32	d47e21be-252e-4609-9bd7-1e2f50a45794	illinois.edu	Fall 2021	CS241-Lec20-Q07	Computer Science	CS	241	System Programming	AL1
f8cd1533-dec2-4250-9e5f-bc34e9a3181a	d47e21be-252e-4609-9bd7-1e2f50a45794	illinois.edu	Fall 2021	CS241-Lec20-Q07	Computer Science	CS	241	System Programming	AL1
f11e4d89-fc04-4700-9bde-fecbb79a9ada	e5d50028-7b5f-4b9f-a055-bc2282c2491a	illinois.edu	Fall 2021	CS241-Lec21-Q01	Computer Science	CS	241	System Programming	AL1
04149e23-3b12-41fe-bb0f-f717c1d17865	da715266-4369-44da-a599-e738118868ce	illinois.edu	Fall 2021	CS241-Lec21-Q02	Computer Science	CS	241	System Programming	AL1
5d08e5da-dc37-4280-b939-3b84bb917113	3dc63f04-f79f-4669-b736-b9aafd2b6c83	illinois.edu	Fall 2021	CS241-Lec21-Q03	Computer Science	CS	241	System Programming	AL1
838e7f44-0162-44a2-bc9a-9896d00d13e1	8167cecf-27ad-4006-bfb5-9564610b419e	illinois.edu	Fall 2021	CS241-Lec21-Q04	Computer Science	CS	241	System Programming	AL1
4a691a02-f191-450e-8b66-639b515b068e	bbe174df-8355-4ea3-bb50-7e4359d81c14	illinois.edu	Fall 2021	CS241-Lec21-Q05	Computer Science	CS	241	System Programming	AL1
ef84d9c3-5b70-4f68-aa5f-bdd541a475e6	3a4c24ba-4dde-49a3-9c9a-c8105ea0fe29	illinois.edu	Fall 2021	CS241-Lec21-Q06	Computer Science	CS	241	System Programming	AL1
5e4db746-ae92-4bc8-ba83-cf475b89a78c	1a6b6594-28c1-46c5-969a-fa158ff4fe35	illinois.edu	Fall 2021	CS241-Lec21-Q07	Computer Science	CS	241	System Programming	AL1
9eeb3210-b89c-48dc-b32c-2597c75bc28b	6e3a6dec-dcf7-4b3a-98f1-a68ad6515305	illinois.edu	Fall 2021	CS241-Lec21-Q08	Computer Science	CS	241	System Programming	AL1
1950b119-9d1c-4760-aafa-f10604e9d6cd	50b7541d-9c81-4d02-a350-64c807fdc67e	illinois.edu	Fall 2021	CS241-Lec21-Q09	Computer Science	CS	241	System Programming	AL1
7196be55-e5f8-41a0-9dd7-3eacbf66ed4d	bb261144-e017-4e1f-bc55-688a344296e9	illinois.edu	Fall 2021	CS241-Lec22-Q01	Computer Science	CS	241	System Programming	AL1
199ad3c7-e0c6-414e-8fa1-80276ca9fdcc	ec222889-2be0-445f-b0ab-7884bf9dbcb7	illinois.edu	Fall 2021	CS241-Lec22-Q02	Computer Science	CS	241	System Programming	AL1
4e573abf-cf71-448e-9c87-e47ce02c5bf0	27c5931d-b0ed-4874-b5e0-524fd5f26900	illinois.edu	Fall 2021	CS241-Lec22-Q03	Computer Science	CS	241	System Programming	AL1
4601a707-5dd9-44c5-b66d-261ac8ae080b	adeb4f1f-9fce-421b-ba88-728876d543ff	illinois.edu	Fall 2021	CS241-Lec22-Q04	Computer Science	CS	241	System Programming	AL1
781c2c19-58df-4f6e-9dcf-99e51f685f66	adeb4f1f-9fce-421b-ba88-728876d543ff	illinois.edu	Fall 2021	CS241-Lec22-Q04	Computer Science	CS	241	System Programming	AL1
8b052423-2727-4a8f-a436-99ef0efaf792	7d73706c-4173-4137-832a-c46aa681d535	illinois.edu	Fall 2021	CS241-Lec22-Q05	Computer Science	CS	241	System Programming	AL1
d74d1bca-8940-47ce-bff5-6e04844cc7f7	7d73706c-4173-4137-832a-c46aa681d535	illinois.edu	Fall 2021	CS241-Lec22-Q05	Computer Science	CS	241	System Programming	AL1
55699194-1692-490a-a863-a26370265ef7	a4437684-b8bf-447d-92b8-6fc24de56210	illinois.edu	Fall 2021	CS241-Lec22-Q06	Computer Science	CS	241	System Programming	AL1
dcde2695-ae8c-4032-aceb-2d001a2ec718	a4437684-b8bf-447d-92b8-6fc24de56210	illinois.edu	Fall 2021	CS241-Lec22-Q06	Computer Science	CS	241	System Programming	AL1
cb9f0e61-d268-4cde-b498-ea76b68c9604	7d421975-ffd9-407c-8560-57feea07740f	illinois.edu	Fall 2021	CS241-Lec22-Q07	Computer Science	CS	241	System Programming	AL1
948fe415-3254-4286-bc66-225eba2cb234	4d2fe579-2a32-41b6-96d9-08b16636e3cd	illinois.edu	Fall 2021	CS241-Lec22-Q08	Computer Science	CS	241	System Programming	AL1
adb60962-723f-41e9-a34e-3801a6b91bdf	55d722e8-d703-4909-985c-fdabb50639af	illinois.edu	Fall 2021	CS241-Lec23-Q01	Computer Science	CS	241	System Programming	AL1
7d923e20-7168-4cea-b7dd-1ffabc4e892c	78aaa830-e914-465c-9164-e41127b480e0	illinois.edu	Fall 2021	CS241-Lec23-Q02	Computer Science	CS	241	System Programming	AL1
a339955c-d52d-4f69-9c8a-c4e9d4cf038f	2ad4716e-64da-489f-b4df-57a246439b24	illinois.edu	Fall 2021	CS241-Lec23-Q03	Computer Science	CS	241	System Programming	AL1
86a6f898-deff-45df-b7a6-2a0d2dc10c5a	ac2cd944-3f8e-4761-bf0e-1c5a7d96070d	illinois.edu	Fall 2021	CS241-Lec23-Q04	Computer Science	CS	241	System Programming	AL1
d134a7b4-0001-41ff-bfa4-8f4f15a30f69	1d414887-8179-4374-8f28-1ac26143d4f8	illinois.edu	Fall 2021	CS241-Lec23-Q05	Computer Science	CS	241	System Programming	AL1
4f500541-bb78-41b4-8597-24e61e794f81	b6359a7d-415d-4e6b-8c04-72e9bf35b9b8	illinois.edu	Fall 2021	CS241-Lec23-Q06	Computer Science	CS	241	System Programming	AL1
2d49256b-843d-4c27-969c-5a4a8ef761ed	cc0276c4-8050-49a7-b742-fd80b63ab473	illinois.edu	Fall 2021	CS241-Lec24-Q01	Computer Science	CS	241	System Programming	AL1
4bb4d9de-3031-4ca5-9b24-28a62fa33ed8	cc0276c4-8050-49a7-b742-fd80b63ab473	illinois.edu	Fall 2021	CS241-Lec24-Q01	Computer Science	CS	241	System Programming	AL1
50ebb1c4-4d86-4abe-bcf6-d6d0948214d6	cc0276c4-8050-49a7-b742-fd80b63ab473	illinois.edu	Fall 2021	CS241-Lec24-Q01	Computer Science	CS	241	System Programming	AL1
ca90fc46-67a5-4381-9bae-274ec85fffbb	cc0276c4-8050-49a7-b742-fd80b63ab473	illinois.edu	Fall 2021	CS241-Lec24-Q01	Computer Science	CS	241	System Programming	AL1
ed85781a-a46c-454f-99d6-e290835a6979	cc0276c4-8050-49a7-b742-fd80b63ab473	illinois.edu	Fall 2021	CS241-Lec24-Q01	Computer Science	CS	241	System Programming	AL1
b2add30a-6189-4ab5-96fd-957e96967d60	76b373bf-e698-4336-b6b3-ab19bdf38e2e	illinois.edu	Fall 2021	CS241-Lec24-Q02	Computer Science	CS	241	System Programming	AL1
b44a6271-011d-4df4-88e4-54685e216cf9	76b373bf-e698-4336-b6b3-ab19bdf38e2e	illinois.edu	Fall 2021	CS241-Lec24-Q02	Computer Science	CS	241	System Programming	AL1
d1de06d0-ffdb-44f8-9fcd-6df31432c967	76b373bf-e698-4336-b6b3-ab19bdf38e2e	illinois.edu	Fall 2021	CS241-Lec24-Q02	Computer Science	CS	241	System Programming	AL1
d8f53a34-3f12-4b3d-93bd-cafca4e23ae5	76b373bf-e698-4336-b6b3-ab19bdf38e2e	illinois.edu	Fall 2021	CS241-Lec24-Q02	Computer Science	CS	241	System Programming	AL1
d984a52e-2c0a-4b29-992a-3b4e6bd8ab25	76b373bf-e698-4336-b6b3-ab19bdf38e2e	illinois.edu	Fall 2021	CS241-Lec24-Q02	Computer Science	CS	241	System Programming	AL1
31222488-6252-419c-9c31-9ff072cffeee	127c32dc-236a-439c-8408-fdbd8c633b59	illinois.edu	Fall 2021	CS241-Lec24-Q03	Computer Science	CS	241	System Programming	AL1
5f3d6627-e0d7-473c-920e-5f3d6584e568	127c32dc-236a-439c-8408-fdbd8c633b59	illinois.edu	Fall 2021	CS241-Lec24-Q03	Computer Science	CS	241	System Programming	AL1
78b23023-0958-47d0-90f2-41607cd135b3	127c32dc-236a-439c-8408-fdbd8c633b59	illinois.edu	Fall 2021	CS241-Lec24-Q03	Computer Science	CS	241	System Programming	AL1
84c32d4e-7aac-462f-b6e7-5a15921bfb97	127c32dc-236a-439c-8408-fdbd8c633b59	illinois.edu	Fall 2021	CS241-Lec24-Q03	Computer Science	CS	241	System Programming	AL1
aa979b80-c6f3-4eca-aaf9-1b888ebea383	127c32dc-236a-439c-8408-fdbd8c633b59	illinois.edu	Fall 2021	CS241-Lec24-Q03	Computer Science	CS	241	System Programming	AL1
01850175-f9bd-4eba-a73b-9dc63940ee41	a3fd003e-bbd5-4f03-876b-71da0068bcff	illinois.edu	Fall 2021	CS241-Lec24-Q04	Computer Science	CS	241	System Programming	AL1
8258d360-0ce7-4e09-93ba-dbde1dba4781	a3fd003e-bbd5-4f03-876b-71da0068bcff	illinois.edu	Fall 2021	CS241-Lec24-Q04	Computer Science	CS	241	System Programming	AL1
82687def-c053-4955-8eef-1d80e8bf31da	a3fd003e-bbd5-4f03-876b-71da0068bcff	illinois.edu	Fall 2021	CS241-Lec24-Q04	Computer Science	CS	241	System Programming	AL1
9edf0a56-503a-444a-861d-6bd29f8a2e58	a3fd003e-bbd5-4f03-876b-71da0068bcff	illinois.edu	Fall 2021	CS241-Lec24-Q04	Computer Science	CS	241	System Programming	AL1
dff47837-9853-4be6-9e60-8ab2c54b8272	a3fd003e-bbd5-4f03-876b-71da0068bcff	illinois.edu	Fall 2021	CS241-Lec24-Q04	Computer Science	CS	241	System Programming	AL1
7c19bcb8-2e74-423d-94b8-77b2b5ccb983	ea3d2576-012d-48b5-8d22-1eed5c22ada1	illinois.edu	Fall 2021	CS241-Lec24-Q05	Computer Science	CS	241	System Programming	AL1
923b48d1-82c9-4c57-9d23-3c0a31dd37d0	ea3d2576-012d-48b5-8d22-1eed5c22ada1	illinois.edu	Fall 2021	CS241-Lec24-Q05	Computer Science	CS	241	System Programming	AL1
a1020a6c-61f2-4b16-b8a8-b2f4b04242c5	ea3d2576-012d-48b5-8d22-1eed5c22ada1	illinois.edu	Fall 2021	CS241-Lec24-Q05	Computer Science	CS	241	System Programming	AL1
b96e8ea2-f596-4b5a-807e-4646d78cc7a0	ea3d2576-012d-48b5-8d22-1eed5c22ada1	illinois.edu	Fall 2021	CS241-Lec24-Q05	Computer Science	CS	241	System Programming	AL1
bbb895a1-cba7-4548-8727-a436ca271b72	ea3d2576-012d-48b5-8d22-1eed5c22ada1	illinois.edu	Fall 2021	CS241-Lec24-Q05	Computer Science	CS	241	System Programming	AL1
08a28266-820e-4f7f-8326-7c8c3f53dc2b	10e8aa96-7ed8-4b96-9072-9bcf7083f8a3	illinois.edu	Fall 2021	CS241-Lec24-Q06	Computer Science	CS	241	System Programming	AL1
8bac3c58-461d-4e82-b52c-289fa7e681a4	10e8aa96-7ed8-4b96-9072-9bcf7083f8a3	illinois.edu	Fall 2021	CS241-Lec24-Q06	Computer Science	CS	241	System Programming	AL1
cf2878ea-cd88-4929-bd1c-146cdfb2d8ce	10e8aa96-7ed8-4b96-9072-9bcf7083f8a3	illinois.edu	Fall 2021	CS241-Lec24-Q06	Computer Science	CS	241	System Programming	AL1
729584e4-abeb-48b5-8aa2-e4cd25428f98	e06bb23e-875e-4b7e-be55-b2d40b203f4d	illinois.edu	Fall 2021	CS241-Lec24-Q07	Computer Science	CS	241	System Programming	AL1
95f1881e-d728-4112-81d1-6c7060a34beb	ef22e16e-d0c6-48aa-88b1-79342bc913b3	illinois.edu	Fall 2021	CS241-Lec24-Q08	Computer Science	CS	241	System Programming	AL1
7c96669f-3968-4af3-b08d-c28d80ecf477	e9cb6230-47ed-4e4e-b6f3-fa247c9bbe61	illinois.edu	Fall 2021	CS241-Lec25-Q01	Computer Science	CS	241	System Programming	AL1
a8161152-527c-4bb1-b65e-2d56e013ab7e	07815bb0-99a8-4c0e-b130-a50e2626a951	illinois.edu	Fall 2021	CS241-Lec25-Q02	Computer Science	CS	241	System Programming	AL1
22302903-5bcb-4262-bd2c-179cf2135ab9	ddef51d2-a4a3-4c93-8e6f-a14ca5b77949	illinois.edu	Fall 2021	CS241-Lec25-Q03	Computer Science	CS	241	System Programming	AL1
38d669a5-394b-4826-bb65-0090a3444b01	ddef51d2-a4a3-4c93-8e6f-a14ca5b77949	illinois.edu	Fall 2021	CS241-Lec25-Q03	Computer Science	CS	241	System Programming	AL1
a60784ac-5129-4d35-8feb-23e8aa752f87	ddef51d2-a4a3-4c93-8e6f-a14ca5b77949	illinois.edu	Fall 2021	CS241-Lec25-Q03	Computer Science	CS	241	System Programming	AL1
39e45f0e-a47f-4922-a4a3-3b2f8e19cefa	5d23adaf-b080-4bfd-804f-3c40069279c9	illinois.edu	Fall 2021	CS241-Lec25-Q04	Computer Science	CS	241	System Programming	AL1
b113e839-a5aa-4be6-89f0-89eb1c0dff1a	5d23adaf-b080-4bfd-804f-3c40069279c9	illinois.edu	Fall 2021	CS241-Lec25-Q04	Computer Science	CS	241	System Programming	AL1
e471cd5f-b9e7-4738-8b65-d975365f4c4c	5d23adaf-b080-4bfd-804f-3c40069279c9	illinois.edu	Fall 2021	CS241-Lec25-Q04	Computer Science	CS	241	System Programming	AL1
2a2f8631-b18e-4323-90d0-8f71927323fc	5fd7b7ba-81ba-406b-b49c-d7c05ee93ab3	illinois.edu	Fall 2021	CS241-Lec25-Q05	Computer Science	CS	241	System Programming	AL1
3f559120-de38-4bc0-bcf2-95f88505b2a5	5fd7b7ba-81ba-406b-b49c-d7c05ee93ab3	illinois.edu	Fall 2021	CS241-Lec25-Q05	Computer Science	CS	241	System Programming	AL1
031c882d-0a19-4489-b1ef-d9328844d378	cf39e0e9-b209-44aa-af9c-56610eabf661	illinois.edu	Fall 2021	CS241-Lec25-Q06	Computer Science	CS	241	System Programming	AL1
0cebe85c-2283-48d7-bb48-045052e80cae	cf39e0e9-b209-44aa-af9c-56610eabf661	illinois.edu	Fall 2021	CS241-Lec25-Q06	Computer Science	CS	241	System Programming	AL1
92db69f3-9bba-45d8-8f6d-84d8ae3c2b2e	cf39e0e9-b209-44aa-af9c-56610eabf661	illinois.edu	Fall 2021	CS241-Lec25-Q06	Computer Science	CS	241	System Programming	AL1
1aec58de-6b0d-4068-a042-acdc8954bcda	590e0868-40fa-4331-b4b5-5c2bfdcce8d4	illinois.edu	Fall 2021	CS241-Lec26-Q01	Computer Science	CS	241	System Programming	AL1
fc1cbfed-4866-4545-9574-b49c350aa1aa	590e0868-40fa-4331-b4b5-5c2bfdcce8d4	illinois.edu	Fall 2021	CS241-Lec26-Q01	Computer Science	CS	241	System Programming	AL1
594d9f66-6e3e-4370-b43a-cf1498062ce1	54b73bf8-598b-4f83-9d90-e3a044578a22	illinois.edu	Fall 2021	CS241-Lec26-Q02	Computer Science	CS	241	System Programming	AL1
76432ce8-d67d-4e28-9ec9-d38527969358	54b73bf8-598b-4f83-9d90-e3a044578a22	illinois.edu	Fall 2021	CS241-Lec26-Q02	Computer Science	CS	241	System Programming	AL1
baaa7fb5-1eff-422c-a5c9-4666f6c80a74	54b73bf8-598b-4f83-9d90-e3a044578a22	illinois.edu	Fall 2021	CS241-Lec26-Q02	Computer Science	CS	241	System Programming	AL1
51cddab2-570c-440f-8b14-9adb4a3cbf88	779c567a-1002-4702-90aa-d927253b5f9b	illinois.edu	Fall 2021	CS241-Lec26-Q03	Computer Science	CS	241	System Programming	AL1
8485219d-b168-4bd7-a966-b4688125a726	779c567a-1002-4702-90aa-d927253b5f9b	illinois.edu	Fall 2021	CS241-Lec26-Q03	Computer Science	CS	241	System Programming	AL1
21a18c82-8c09-4c06-aa5a-1430e944cfd4	f821e484-760b-4b75-932c-50619510f001	illinois.edu	Fall 2021	CS241-Lec26-Q04	Computer Science	CS	241	System Programming	AL1
ab2486a0-3b00-4439-9a3b-86695d469f1e	f821e484-760b-4b75-932c-50619510f001	illinois.edu	Fall 2021	CS241-Lec26-Q04	Computer Science	CS	241	System Programming	AL1
1be96113-98ce-4816-86a2-55d1f7e9357e	690b11be-17c2-48df-bb2e-30d3193e59ea	illinois.edu	Fall 2021	CS241-Lec27-Q01	Computer Science	CS	241	System Programming	AL1
68eae3bc-b156-461c-8392-ea61a730464c	690b11be-17c2-48df-bb2e-30d3193e59ea	illinois.edu	Fall 2021	CS241-Lec27-Q01	Computer Science	CS	241	System Programming	AL1
441ed34b-d340-4f03-8c15-3753a894fcf7	35448f26-e329-41e2-9dec-57239d821b18	illinois.edu	Fall 2021	CS241-Lec27-Q02	Computer Science	CS	241	System Programming	AL1
d5fa5a60-c6ea-4207-bb11-869c29ad96ff	35448f26-e329-41e2-9dec-57239d821b18	illinois.edu	Fall 2021	CS241-Lec27-Q02	Computer Science	CS	241	System Programming	AL1
d8f6f268-02f8-4d31-a805-f951523e92a1	56b22768-1393-471b-9f71-d5044d027cf3	illinois.edu	Fall 2021	CS241-Lec27-Q03	Computer Science	CS	241	System Programming	AL1
de67c1db-85ec-40ee-affa-68ebcf984028	56b22768-1393-471b-9f71-d5044d027cf3	illinois.edu	Fall 2021	CS241-Lec27-Q03	Computer Science	CS	241	System Programming	AL1
d51e1b38-6c01-4584-9e0b-69d42464cfa6	716d7f94-75e8-4bbf-9053-62753f1df615	illinois.edu	Fall 2021	CS241-Lec27-Q04	Computer Science	CS	241	System Programming	AL1
f4140b9d-47b6-45a5-b675-3e2e57dd9224	716d7f94-75e8-4bbf-9053-62753f1df615	illinois.edu	Fall 2021	CS241-Lec27-Q04	Computer Science	CS	241	System Programming	AL1
25f60154-4c5e-4768-9b0f-f050b09bb778	b03d5775-ad9a-4eb8-be05-18e23508a4d2	illinois.edu	Fall 2021	CS241-Lec27-Q05	Computer Science	CS	241	System Programming	AL1
6c4c517c-e925-4d55-ac5a-58757254b2f6	b03d5775-ad9a-4eb8-be05-18e23508a4d2	illinois.edu	Fall 2021	CS241-Lec27-Q05	Computer Science	CS	241	System Programming	AL1
4675bcdc-930f-4e8f-bcf1-5baea25f1628	d881020c-094d-402e-a51e-02a620af4a22	illinois.edu	Fall 2021	CS241-Lec27-Q06	Computer Science	CS	241	System Programming	AL1
9ddff03f-fb90-4ca7-9381-f30bb13acc08	d881020c-094d-402e-a51e-02a620af4a22	illinois.edu	Fall 2021	CS241-Lec27-Q06	Computer Science	CS	241	System Programming	AL1
a2f92ca4-d435-4bce-a132-de1a03149ff1	ccc8833a-9774-4030-81b0-e9ce73f25c25	illinois.edu	Fall 2021	CS241-Lec27-Q07	Computer Science	CS	241	System Programming	AL1
b6cf130c-a8fd-42d6-979b-2037d3be7212	ccc8833a-9774-4030-81b0-e9ce73f25c25	illinois.edu	Fall 2021	CS241-Lec27-Q07	Computer Science	CS	241	System Programming	AL1
1af6249c-bd09-46a8-9b8f-738611112cb5	07a550a6-5b3b-4b0f-86d5-f20e1eef8637	illinois.edu	Fall 2021	CS241-Lec27-Q08	Computer Science	CS	241	System Programming	AL1
5e0c43a3-3588-4f37-80a2-d3681b4119ea	07a550a6-5b3b-4b0f-86d5-f20e1eef8637	illinois.edu	Fall 2021	CS241-Lec27-Q08	Computer Science	CS	241	System Programming	AL1
3cd7353d-eaae-4c1c-a4d5-ca1b6ce5f52f	da2b51c7-c505-49bd-9814-ebd94310b267	illinois.edu	Fall 2021	CS241-Lec28-Q01	Computer Science	CS	241	System Programming	AL1
c277c266-d1b9-4670-92b6-d06d4a8cee3f	da2b51c7-c505-49bd-9814-ebd94310b267	illinois.edu	Fall 2021	CS241-Lec28-Q01	Computer Science	CS	241	System Programming	AL1
aac7d262-6dd0-4009-967c-be10e55a9cd5	286fe088-fb60-40cb-8d97-d3aead841b50	illinois.edu	Fall 2021	CS241-Lec28-Q02	Computer Science	CS	241	System Programming	AL1
c6d33883-2388-4db3-8817-93586fd5f883	286fe088-fb60-40cb-8d97-d3aead841b50	illinois.edu	Fall 2021	CS241-Lec28-Q02	Computer Science	CS	241	System Programming	AL1
400997f2-57b2-4cbf-8257-c43a761b7df6	e4e323dd-48e8-4a71-93a4-c943cd572cd4	illinois.edu	Fall 2021	CS241-Lec28-Q03	Computer Science	CS	241	System Programming	AL1
9573476f-8166-41d2-b1ce-a2f47b2fc221	e4e323dd-48e8-4a71-93a4-c943cd572cd4	illinois.edu	Fall 2021	CS241-Lec28-Q03	Computer Science	CS	241	System Programming	AL1
500f2f37-cb53-4088-952f-c866acfded89	202ad472-59dc-4d4c-9796-7ef87bd37e42	illinois.edu	Fall 2021	CS241-Lec28-Q04	Computer Science	CS	241	System Programming	AL1
6bda4161-ec8d-403f-b5c5-d510d46fe230	202ad472-59dc-4d4c-9796-7ef87bd37e42	illinois.edu	Fall 2021	CS241-Lec28-Q04	Computer Science	CS	241	System Programming	AL1
5ab7cd3e-b52e-4bfc-aa50-687888c3c92d	7845a4a8-ee1c-4a36-86ad-fdf8e976a005	illinois.edu	Fall 2021	CS241-Lec28-Q05	Computer Science	CS	241	System Programming	AL1
5c06ea70-4c6c-40b5-828d-a3492fe9fa96	7845a4a8-ee1c-4a36-86ad-fdf8e976a005	illinois.edu	Fall 2021	CS241-Lec28-Q05	Computer Science	CS	241	System Programming	AL1
75f9edda-e9ef-4983-8421-b05c1beb5f32	a86d9ded-b64d-4aa2-b66d-7b64dd7fe17d	illinois.edu	Fall 2021	CS241-Lec28-Q06	Computer Science	CS	241	System Programming	AL1
997db39c-e2cc-45d8-b756-16ad32dc030c	a86d9ded-b64d-4aa2-b66d-7b64dd7fe17d	illinois.edu	Fall 2021	CS241-Lec28-Q06	Computer Science	CS	241	System Programming	AL1
983b6f0c-8731-4f16-a4a4-67e9285836e5	fc9d2135-48a9-4326-be54-0cbd00a5b432	illinois.edu	Fall 2021	CS241-Lec29-Q01	Computer Science	CS	241	System Programming	AL1
a36c9a4b-0ff7-4b83-9157-f856ccfd8b26	cfa029b4-4da4-4168-8901-dfd70b19e8af	illinois.edu	Fall 2021	CS241-Lec29-Q02	Computer Science	CS	241	System Programming	AL1
935f6155-a7a0-4504-b818-62e2db066493	020c9afd-45bf-4f23-a159-e31cce2b5254	illinois.edu	Fall 2021	CS241-Lec29-Q03	Computer Science	CS	241	System Programming	AL1
f98ba734-0314-4594-abb4-128d7495d297	df7abf1d-b0aa-4304-8238-d51397adb661	illinois.edu	Fall 2021	CS241-Lec29-Q04	Computer Science	CS	241	System Programming	AL1
ebe899fb-f9df-4e7d-b72b-afd15f5bdaf5	7b3c74a3-cfe4-40be-8782-c9268e329679	illinois.edu	Fall 2021	CS241-Lec29-Q05	Computer Science	CS	241	System Programming	AL1
b94d1f92-8ee2-461c-ae2e-934cfdcfd6cb	7762a867-6b19-4e91-ac33-0b04737fff60	illinois.edu	Fall 2021	CS241-Lec29-Q06	Computer Science	CS	241	System Programming	AL1
6469a892-5a29-4895-b922-8ef54fabb1a8	a0a05e83-7246-443a-9dcb-6a1d6bf54ce4	illinois.edu	Fall 2021	CS241-Lec29-Q07	Computer Science	CS	241	System Programming	AL1
dbf720c2-82de-433d-a735-d7968905688e	d2f358f9-963f-475a-b76f-68d3029abc32	illinois.edu	Fall 2021	CS241-Lec29-Q08	Computer Science	CS	241	System Programming	AL1
a04b015e-498e-4c02-9326-bd1715c8f047	8bd542b2-3640-4478-90b3-2dbe43bda058	illinois.edu	Fall 2021	CS241-Lec29-Q09	Computer Science	CS	241	System Programming	AL1
e8fc277c-1bd5-4c49-99df-f1b1b017da12	9155bb35-d1ed-4dba-a8b9-f002f267c3aa	illinois.edu	Fall 2021	CS241-Lec30-Q01	Computer Science	CS	241	System Programming	AL1
398ab8f1-44ca-4550-8662-16d9a98af68a	42836964-4013-4fe2-90f8-48534c2a43ad	illinois.edu	Fall 2021	CS241-Lec30-Q02	Computer Science	CS	241	System Programming	AL1
a6948c0b-717d-4a5a-afbc-f2641ef17bc1	6e365994-8950-42f9-ade7-0b715321821d	illinois.edu	Fall 2021	CS241-Lec30-Q03	Computer Science	CS	241	System Programming	AL1
e61962ea-1b9a-41e3-8779-5e49bf8449a5	40828d9c-afb4-4cb0-9364-444762f36ed3	illinois.edu	Fall 2021	CS241-Lec30-Q04	Computer Science	CS	241	System Programming	AL1
cf992758-bf07-4e89-af7f-f47de3438f0d	499b2e4c-9f30-4443-b2dc-fc391524f06d	illinois.edu	Fall 2021	CS241-Lec30-Q05	Computer Science	CS	241	System Programming	AL1
f0e1bf48-9541-4edc-b44d-924ad17a8ee2	3e3de1ff-dad7-4cf9-b516-b6c8bbcc22e5	illinois.edu	Fall 2021	CS241-Lec30-Q06	Computer Science	CS	241	System Programming	AL1
bcc2191c-ce75-4441-b029-c038282b1677	8749f411-8bbd-4de7-aa29-584aebd74c5c	illinois.edu	Fall 2021	CS241-Lec30-Q07	Computer Science	CS	241	System Programming	AL1
31a84e40-90fe-4ea7-9af5-cfc0d0ffebe8	60c3e81d-d897-4f30-92d5-7388197ee2f7	illinois.edu	Fall 2021	CS241-Lec30-Q08	Computer Science	CS	241	System Programming	AL1
1b576d61-d378-4ab7-892f-56f113eb5f08	fd8282b8-e824-4b9b-8eff-6633307207b7	illinois.edu	Fall 2021	CS241-Lec31-Q01	Computer Science	CS	241	System Programming	AL1
dfe8f684-5acd-41bf-8ba0-276a3fc52ffb	cb97338b-477e-4fb0-a9e3-ed9ce68ed205	illinois.edu	Fall 2021	CS241-Lec31-Q02	Computer Science	CS	241	System Programming	AL1
ebaa6b70-f89c-485c-b02b-5e82ca8c5a2c	030ab16c-02a1-4a3d-85fd-863463fd7d1c	illinois.edu	Fall 2021	CS241-Lec31-Q03	Computer Science	CS	241	System Programming	AL1
1ea99e17-8bc6-433e-90ce-9d051362f24b	1309d1ec-2a82-48b5-984f-8f2a11d6965a	illinois.edu	Fall 2021	CS241-Lec31-Q04	Computer Science	CS	241	System Programming	AL1
bc05bdb0-371d-4cd3-97a6-753a576a32f2	045aca71-0e08-45bc-af12-a906eb63bd7a	illinois.edu	Fall 2021	CS241-Lec31-Q05	Computer Science	CS	241	System Programming	AL1
ce59bcf4-f76c-4a93-a4eb-d506559bd60d	20012c57-a52e-4338-b873-9c305812c63f	illinois.edu	Fall 2021	CS241-Lec32-Q01	Computer Science	CS	241	System Programming	AL1
3e1b1597-b1e1-4999-9d99-6e412cce8d0e	73eba239-dff9-4084-9866-40a8e98962a8	illinois.edu	Fall 2021	CS241-Lec32-Q02	Computer Science	CS	241	System Programming	AL1
d4a2eab5-55da-4f12-ac50-fe32c6e4d99a	2f9b107f-9e4f-47cb-be2e-cbf33167c8dd	illinois.edu	Fall 2021	CS241-Lec32-Q03	Computer Science	CS	241	System Programming	AL1
eb60661b-5d09-4877-bb19-11bf0d303584	dfb22d54-dcf6-4c08-a06d-80be727e0d64	illinois.edu	Fall 2021	CS241-Lec32-Q04	Computer Science	CS	241	System Programming	AL1
efd565c9-78d8-4cd0-8d76-4beb5b405651	f93f8a48-1812-45d8-a7b6-fe43db5d4e32	illinois.edu	Fall 2021	CS241-Lec32-Q05	Computer Science	CS	241	System Programming	AL1
5e598bf6-90ab-4adf-86a5-0f9204ac0b6f	6fb65074-b3c4-4e0d-8702-f8107dbe99f5	illinois.edu	Fall 2021	CS241-Lec32-Q06	Computer Science	CS	241	System Programming	AL1
00dd4389-2bac-4f00-8dcd-785c286c3d68	4536e296-4f7f-46cb-8430-cffbe9e405a0	illinois.edu	Fall 2021	CS241-Lec33-Q01	Computer Science	CS	241	System Programming	AL1
e09a816e-d4d4-46c2-9a55-faaa21d5a1d4	5bf3298c-a218-4cb5-a2b4-5ff9a6819283	illinois.edu	Fall 2021	CS241-Lec33-Q02	Computer Science	CS	241	System Programming	AL1
